TransactionID;Date;ClientID;ProductID;Quantity;TotalPrice;StyleID;Category;ProductName;Price;StyleName;Material;Name;Country
51;2023-09-30 21:48:50;1051;2002;4;1706,08;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1051;Germany
52;2023-09-01 18:14:03;1038;2037;8;1869,6;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1038;Germany
53;2023-01-14 11:33:20;1097;2005;4;766,8;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1097;France
54;2023-03-25 10:32:48;1023;2038;2;234,08;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1023;Japan
55;2023-05-13 15:05:14;1063;2045;9;1290,06;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1063;USA
56;2023-07-24 18:32:48;1015;2041;5;844,65;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1015;UK
57;2023-06-09 05:27:12;1097;2047;4;41;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1097;France
58;2023-10-10 09:10:38;1025;2014;2;727,3;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1025;Italy
59;2023-04-13 18:01:05;1017;2039;1;214,09;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1017;Japan
60;2023-01-10 11:21:48;1097;2025;7;2455,6;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1097;France
61;2023-03-23 23:34:03;1066;2020;6;1351,62;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1066;UK
62;2023-04-11 13:32:58;1078;2002;2;853,04;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1078;Australia
63;2023-10-18 09:33:42;1053;2039;8;1712,72;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1053;France
64;2023-08-10 12:48:17;1051;2006;4;1350,92;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1051;Germany
65;2023-04-14 02:45:46;1039;2017;8;238,48;3001;Shoes;Product_2017;29,81;Style_3001;Silk;Client_1039;UK
66;2023-11-16 21:53:09;1051;2025;7;2455,6;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1051;Germany
67;2023-12-16 10:12:37;1070;2028;5;1372,6;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1070;USA
68;2023-06-24 21:28:39;1006;2002;8;3412,16;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1006;UK
69;2023-06-14 16:37:29;1067;2035;9;1393,74;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1067;USA
70;2023-10-29 16:38:55;1007;2037;5;1168,5;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1007;France
71;2023-10-24 22:58:01;1051;2005;5;958,5;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1051;Germany
72;2023-08-28 18:02:31;1072;2001;2;916,66;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1072;UK
73;2023-07-07 15:32:37;1042;2040;5;2214,05;3020;Accessories;Product_2040;442,81;Style_3020;Cotton;Client_1042;France
74;2023-07-18 22:37:50;1064;2012;3;1458,42;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1064;USA
75;2023-03-11 14:14:46;1015;2036;7;431,83;3014;Clothing;Product_2036;61,69;Style_3014;Leather;Client_1015;UK
76;2023-01-18 11:44:52;1029;2045;5;716,7;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1029;Australia
77;2023-07-06 04:33:52;1033;2023;8;1943,44;3015;Shoes;Product_2023;242,93;Style_3015;Leather;Client_1033;France
78;2023-01-06 19:54:57;1094;2047;1;10,25;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1094;USA
79;2023-03-04 07:21:05;1027;2031;3;910,32;3007;Accessories;Product_2031;303,44;Style_3007;Polyester;Client_1027;UK
80;2023-03-21 19:05:57;1036;2011;3;592,89;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1036;Japan
81;2023-02-27 04:55:30;1029;2010;9;2565,09;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1029;Australia
82;2023-06-23 10:29:55;1038;2003;5;1151,15;3015;Shoes;Product_2003;230,23;Style_3015;Leather;Client_1038;Germany
83;2023-01-17 09:30:49;1057;2014;9;3272,85;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1057;France
84;2023-05-16 13:02:42;1097;2016;9;1219,23;3002;Accessories;Product_2016;135,47;Style_3002;Cotton;Client_1097;France
85;2023-07-08 09:01:59;1027;2010;1;285,01;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1027;UK
86;2023-02-05 16:59:06;1055;2029;2;219;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1055;France
87;2023-11-21 15:34:03;1033;2010;5;1425,05;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1033;France
88;2023-09-29 02:05:24;1068;2012;4;1944,56;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1068;France
89;2023-01-14 02:48:39;1086;2030;9;4248;3019;Clothing;Product_2030;472;Style_3019;Polyester;Client_1086;USA
90;2023-04-12 15:47:02;1066;2041;7;1182,51;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1066;UK
91;2023-05-07 19:10:16;1010;2001;6;2749,98;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1010;USA
92;2023-06-30 17:23:36;1005;2005;7;1341,9;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1005;Australia
93;2023-04-20 16:10:05;1074;2020;1;225,27;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1074;Australia
94;2023-03-07 14:03:15;1097;2008;1;299,74;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1097;France
95;2023-08-09 19:18:55;1038;2043;8;1476,72;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1038;Germany
96;2023-02-05 16:59:06;1013;2012;2;972,28;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1013;USA
97;2023-09-12 16:34:36;1031;2001;9;4124,97;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1031;Australia
98;2023-12-28 10:47:12;1047;2020;7;1576,89;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1047;France
99;2023-02-11 21:38:44;1100;2028;6;1647,12;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1100;USA
100;2023-03-11 05:30:05;1088;2043;1;184,59;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1088;Germany
101;2023-04-02 19:40:32;1052;2037;1;233,7;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1052;Germany
102;2023-12-24 01:50:59;1056;2047;2;20,5;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1056;UK
103;2023-12-04 18:22:42;1015;2037;6;1402,2;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1015;UK
104;2023-12-24 19:20:22;1029;2012;6;2916,84;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1029;Australia
105;2023-02-28 07:09:33;1008;2037;2;467,4;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1008;USA
106;2023-04-03 21:54:36;1005;2049;1;159,34;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1005;Australia
107;2023-04-28 07:48:28;1029;2049;5;796,7;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1029;Australia
108;2023-02-16 06:34:57;1047;2044;5;2271,75;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1047;France
109;2023-01-07 04:39:38;1068;2028;2;549,04;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1068;France
110;2023-10-16 13:50:16;1076;2047;6;61,5;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1076;UK
111;2023-09-25 10:38:34;1045;2015;9;1130,67;3006;Accessories;Product_2015;125,63;Style_3006;Silk;Client_1045;USA
112;2023-07-25 20:46:51;1002;2006;2;675,46;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1002;Germany
113;2023-07-27 07:45:35;1027;2044;2;908,7;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1027;UK
114;2023-04-28 07:48:28;1095;2020;3;675,81;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1095;France
115;2023-11-14 08:40:22;1036;2050;7;634,76;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1036;Japan
116;2023-09-07 14:09:01;1036;2014;6;2181,9;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1036;Japan
117;2023-10-16 05:05:35;1026;2002;8;3412,16;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1026;Germany
118;2023-08-16 17:27:56;1043;2009;8;1156,88;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1043;Australia
119;2023-04-15 13:44:30;1027;2037;6;1402,2;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1027;UK
120;2023-12-10 05:32:58;1069;2020;3;675,81;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1069;Germany
121;2023-11-07 19:16:02;1020;2026;3;234,81;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1020;USA
122;2023-08-30 05:01:16;1011;2029;1;109,5;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1011;USA
123;2023-12-17 03:41:59;1074;2001;7;3208,31;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1074;Australia
124;2023-08-21 11:08:50;1038;2035;5;774,3;3004;Accessories;Product_2035;154,86;Style_3004;Cotton;Client_1038;Germany
125;2023-02-26 02:41:26;1006;2006;4;1350,92;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1006;UK
126;2023-06-28 04:10:49;1072;2037;4;934,8;3018;Clothing;Product_2037;233,7;Style_3018;Cotton;Client_1072;UK
127;2023-05-21 06:43:36;1023;2005;4;766,8;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1023;Japan
128;2023-12-25 21:34:25;1047;2033;6;2648,58;3007;Clothing;Product_2033;441,43;Style_3007;Polyester;Client_1047;France
129;2023-10-13 15:52:48;1090;2049;8;1274,72;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1090;Italy
130;2023-02-07 12:42:31;1046;2014;8;2909,2;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1046;Germany
131;2023-12-05 03:07:23;1012;2012;5;2430,7;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1012;France
132;2023-05-23 19:56:24;1090;2042;6;418,92;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1090;Italy
133;2023-10-23 03:14:36;1013;2020;4;901,08;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1013;USA
134;2023-03-31 06:27:45;1062;2050;9;816,12;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1062;Germany
135;2023-03-05 18:19:49;1082;2024;8;2288,08;3015;Accessories;Product_2024;286,01;Style_3015;Leather;Client_1082;Germany
136;2023-01-14 20:18:01;1089;2043;1;184,59;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1089;Italy
137;2023-06-23 10:29:55;1097;2034;2;631,86;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1097;France
138;2023-09-06 03:10:16;1060;2025;9;3157,2;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1060;Germany
139;2023-10-04 04:30:59;1043;2050;8;725,44;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1043;Australia
140;2023-07-15 15:55:41;1076;2029;3;328,5;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1076;UK
141;2023-11-12 12:56:56;1100;2039;8;1712,72;3002;Accessories;Product_2039;214,09;Style_3002;Cotton;Client_1100;USA
142;2023-10-25 16:27:23;1068;2031;1;303,44;3007;Accessories;Product_2031;303,44;Style_3007;Polyester;Client_1068;France
143;2023-12-02 05:09:55;1005;2047;4;41;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1005;Australia
144;2023-05-29 07:06:40;1037;2043;3;553,77;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1037;Italy
145;2023-07-10 22:14:46;1072;2050;6;544,08;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1072;UK
146;2023-10-29 07:54:14;1092;2023;7;1700,51;3015;Shoes;Product_2023;242,93;Style_3015;Leather;Client_1092;Australia
147;2023-07-04 00:05:46;1031;2044;4;1817,4;3008;Clothing;Product_2044;454,35;Style_3008;Leather;Client_1031;Australia
148;2023-11-25 15:45:35;1009;2038;7;819,28;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1009;Italy
149;2023-10-28 05:40:11;1051;2020;9;2027,43;3017;Shoes;Product_2020;225,27;Style_3017;Leather;Client_1051;Germany
150;2023-01-13 18:03:58;1029;2023;2;485,86;3015;Shoes;Product_2023;242,93;Style_3015;Leather;Client_1029;Australia
151;2023-09-07 05:24:19;1078;2045;3;430,02;3015;Accessories;Product_2045;143,34;Style_3015;Leather;Client_1078;Australia
152;2023-01-07 22:09:01;1040;2016;5;677,35;3002;Accessories;Product_2016;135,47;Style_3002;Cotton;Client_1040;Japan
153;2023-04-27 14:19:06;1041;2050;3;272,04;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1041;Japan
154;2023-10-10 09:10:38;1086;2042;8;558,56;3007;Accessories;Product_2042;69,82;Style_3007;Polyester;Client_1086;USA
155;2023-07-06 04:33:52;1011;2008;8;2397,92;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1011;USA
156;2023-05-26 09:09:11;1023;2050;8;725,44;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1023;Japan
157;2023-08-26 22:19:06;1001;2021;9;979,56;3010;Clothing;Product_2021;108,84;Style_3010;Silk;Client_1001;UK
158;2023-12-20 19:08:50;1046;2001;4;1833,32;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1046;Germany
159;2023-11-18 08:51:54;1021;2008;5;1498,7;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1021;USA
160;2023-06-21 06:01:48;1090;2029;5;547,5;3005;Clothing;Product_2029;109,5;Style_3005;Cotton;Client_1090;Italy
161;2023-02-21 17:45:14;1036;2032;8;2803,52;3009;Clothing;Product_2032;350,44;Style_3009;Leather;Client_1036;Japan
162;2023-02-03 03:46:18;1054;2038;7;819,28;3009;Accessories;Product_2038;117,04;Style_3009;Leather;Client_1054;Germany
163;2023-05-09 14:53:42;1087;2005;9;1725,3;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1087;Japan
164;2023-10-31 12:22:21;1057;2047;8;82;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1057;France
165;2023-10-19 03:03:04;1001;2022;2;897,84;3016;Clothing;Product_2022;448,92;Style_3016;Cotton;Client_1001;UK
166;2023-09-22 12:41:05;1063;2047;4;41;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1063;USA
167;2023-12-16 01:27:56;1054;2034;6;1895,58;3018;Clothing;Product_2034;315,93;Style_3018;Cotton;Client_1054;Germany
168;2023-11-07 19:16:02;1055;2001;2;916,66;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1055;France
169;2023-01-19 05:14:14;1040;2026;7;547,89;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1040;Japan
170;2023-08-30 22:30:38;1015;2043;3;553,77;3012;Accessories;Product_2043;184,59;Style_3012;Polyester;Client_1015;UK
171;2023-09-11 23:05:14;1021;2010;3;855,03;3004;Shoes;Product_2010;285,01;Style_3004;Cotton;Client_1021;USA
172;2023-07-29 03:29:01;1047;2030;2;944;3019;Clothing;Product_2030;472;Style_3019;Polyester;Client_1047;France
173;2023-03-10 20:45:24;1073;2050;8;725,44;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1073;Australia
174;2023-02-15 04:20:54;1053;2018;6;2149,32;3012;Accessories;Product_2018;358,22;Style_3012;Polyester;Client_1053;France
175;2023-02-24 06:58:01;1009;2017;1;29,81;3001;Shoes;Product_2017;29,81;Style_3001;Silk;Client_1009;Italy
176;2023-04-25 01:06:18;1074;2026;1;78,27;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1074;Australia
177;2023-07-27 07:45:35;1052;2008;7;2098,18;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1052;Germany
178;2023-05-05 05:57:29;1057;2047;8;82;3014;Shoes;Product_2047;10,25;Style_3014;Leather;Client_1057;France
179;2023-04-21 18:24:09;1026;2040;5;2214,05;3020;Accessories;Product_2040;442,81;Style_3020;Cotton;Client_1026;Germany
180;2023-09-09 18:37:07;1041;2049;5;796,7;3004;Shoes;Product_2049;159,34;Style_3004;Cotton;Client_1041;Japan
181;2023-09-06 03:10:16;1035;2012;4;1944,56;3003;Shoes;Product_2012;486,14;Style_3003;Polyester;Client_1035;Australia
182;2023-11-01 23:21:05;1063;2027;6;1836,96;3020;Clothing;Product_2027;306,16;Style_3020;Cotton;Client_1063;USA
183;2023-10-12 22:23:25;1025;2008;6;1798,44;3011;Accessories;Product_2008;299,74;Style_3011;Silk;Client_1025;Italy
184;2023-01-20 07:28:17;1090;2025;3;1052,4;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1090;Italy
185;2023-06-11 09:55:19;1075;2046;9;2946,33;3003;Clothing;Product_2046;327,37;Style_3003;Polyester;Client_1075;Japan
186;2023-08-11 23:47:02;1038;2004;7;397,25;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1038;Germany
187;2023-12-28 10:47:12;1002;2033;1;441,43;3007;Clothing;Product_2033;441,43;Style_3007;Polyester;Client_1002;Germany
188;2023-04-06 19:52:04;1007;2001;7;3208,31;3007;Shoes;Product_2001;458,33;Style_3007;Polyester;Client_1007;France
189;2023-01-19 22:43:36;1082;2019;5;321,7;3012;Clothing;Product_2019;64,34;Style_3012;Polyester;Client_1082;Germany
190;2023-07-28 01:14:57;1091;2031;5;1517,2;3007;Accessories;Product_2031;303,44;Style_3007;Polyester;Client_1091;France
191;2023-08-14 12:59:49;1034;2016;2;270,94;3002;Accessories;Product_2016;135,47;Style_3002;Cotton;Client_1034;USA
192;2023-01-02 10:58:44;1091;2014;4;1454,6;3012;Shoes;Product_2014;363,65;Style_3012;Polyester;Client_1091;France
193;2023-02-07 03:57:50;1017;2048;6;1096,56;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1017;Japan
194;2023-03-13 01:13:31;1043;2005;7;1341,9;3008;Shoes;Product_2005;191,7;Style_3008;Leather;Client_1043;Australia
195;2023-10-09 15:41:16;1059;2041;5;844,65;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1059;France
196;2023-11-16 04:23:47;1051;2026;9;704,43;3012;Shoes;Product_2026;78,27;Style_3012;Polyester;Client_1051;Germany
197;2023-12-28 02:02:31;1054;2028;3;823,56;3003;Clothing;Product_2028;274,52;Style_3003;Polyester;Client_1054;Germany
198;2023-11-18 17:36:35;1024;2002;1;426,52;3020;Shoes;Product_2002;426,52;Style_3020;Cotton;Client_1024;UK
199;2023-05-08 03:54:57;1025;2050;4;362,72;3018;Clothing;Product_2050;90,68;Style_3018;Cotton;Client_1025;Italy
200;2023-01-17 18:15:30;1071;2006;9;3039,57;3007;Shoes;Product_2006;337,73;Style_3007;Polyester;Client_1071;USA
201;2023-11-12 12:56:56;1052;2009;4;578,44;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1052;Germany
202;2023-10-27 12:10:49;1070;2033;2;882,86;3007;Clothing;Product_2033;441,43;Style_3007;Polyester;Client_1070;USA
203;2023-12-07 16:20:11;1088;2041;5;844,65;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1088;Germany
204;2023-10-26 09:56:45;1033;2025;3;1052,4;3019;Clothing;Product_2025;350,8;Style_3019;Polyester;Client_1033;France
205;2023-08-27 15:48:28;1049;2048;9;1644,84;3017;Accessories;Product_2048;182,76;Style_3017;Leather;Client_1049;Italy
206;2023-04-08 15:35:30;1029;2013;4;1703,88;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1029;Australia
207;2023-05-15 10:48:39;1063;2009;6;867,66;3011;Shoes;Product_2009;144,61;Style_3011;Silk;Client_1063;USA
208;2023-08-20 08:54:46;1022;2013;2;851,94;3002;Shoes;Product_2013;425,97;Style_3002;Cotton;Client_1022;France
209;2023-02-08 06:11:54;1026;2031;6;1820,64;3007;Accessories;Product_2031;303,44;Style_3007;Polyester;Client_1026;Germany
210;2023-09-01 18:14:03;1028;2041;3;506,79;3015;Clothing;Product_2041;168,93;Style_3015;Leather;Client_1028;Japan
211;2023-08-28 18:02:31;1085;2011;9;1778,67;3008;Shoes;Product_2011;197,63;Style_3008;Leather;Client_1085;UK
212;2023-08-28 00:33:09;1049;2004;2;113,5;3011;Shoes;Product_2004;56,75;Style_3011;Silk;Client_1049;Italy
